KT;Inst;Adr;Ort;Typ;RForm;Akt;SL;WB;AnzStand;SA;PtageStatT;AustStatT;NeugStatT;Ops;Gebs;CMIb;CMIn;pPatWAU;pPatWAK;pPatLKP;pPatHOK;PersA;PersP;PersMT;PersT;PersAFall;PersPFall;PersMTFall;PersTFall;AnzBelA;AnzBelP;AwBesold;AwInvest;AwSonst;AwT;EtMedL;EtSonst;EtSubv;FiErg;PtageStatA;AustStatA;BettenStatA;DADStatA;pBettenBelStatA;KostAmbA;KostOKPAmbA;KostStatA;KostKVGStatA;AnlKVGStatA;KostZvOKPStatA;AnlZvOKPStatA;KostLangA;AuftragLFA;ErlAmbA;ErlOKPAmbA;ErlStatA;ErlKVGStatA;ErlKVGStatVA;ErlZvOKPStatA;ErlZvOKPStatVA;ErlLangA;PtageStatP;AustStatP;BettenStatP;DADStatP;pBettenBelStatP;KostAmbP;KostOKPAmbP;KostStatP;KostKVGStatP;AnlKVGStatP;KostZvOKPStatP;AnlZvOKPStatP;KostLangP;AuftragLFP;ErlAmbP;ErlOKPAmbP;ErlStatP;ErlKVGStatP;ErlKVGStatVP;ErlZvOKPStatP;ErlZvOKPStatVP;ErlLangP;PtageStatR;AustStatR;BettenStatR;DADStatR;pBettenBelStatR;KostAmbR;KostOKPAmbR;KostStatR;KostKVGStatR;AnlKVGStatR;KostZvOKPStatR;AnlZvOKPStatR;KostLangR;AuftragLFR;ErlAmbR;ErlOKPAmbR;ErlStatR;ErlKVGStatR;ErlKVGStatVR;ErlZvOKPStatR;ErlZvOKPStatVR;ErlLangR;PtageStatB;AustStatB;BettenStatB;DADStatB;pBettenBelStatB;KostAmbB;KostOKPAmbB;KostStatB;KostKVGStatB;AnlKVGStatB;KostZvOKPStatB;AnlZvOKPStatB;KostLangB;AuftragLFB;ErlAmbB;ErlOKPAmbB;ErlStatB;ErlKVGStatB;ErlKVGStatVB;ErlZvOKPStatB;ErlZvOKPStatVB;ErlLangB
BE;SRO Spital Region Oberaargau AG  ;St. Urbanstrasse 67;4900 Langenthal;K121;R1;A, P;NF, IPS;MSt, Arzt, BGs;4;MRI, CT;55512;8446;545;6;3;0.934;0.905;0.21;10.92;11.04;93.82;111.95;305.63;103.24;719.77;1.33;3.62;1.22;8.52;0;0;82271767;4877018;42334360;139289487;124649707;9526342;5318118;204680;44460;8140;157;5.5;77.6;42178017;37590301;74425772;60317720;5206615;8171097;713141;0;0;35217167;31408367;79583791;59375522;45.8;8212411;56;0;11052;306;34;36.1;94.7;8539313;8442695;8635006;8180831;1249746;453187;69285;0;0;4882978;4823433;11055072;7377382;49.8;422020;50.3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Regionalspital Emmental AG;Oberburgstrasse 54;3400 Burgdorf;K121;R1;A, P;NF, IPS;MSt, Arzt, BGs;2;MRI, CT;52353;9640;558;6;3;0.895;0.859;0.23;2.73;10.52;94.75;120.09;343.3;107.48;789.52;1.25;3.56;1.11;8.19;0;0;89288693;9030490;40590392;138909575;125906926;7803580;6718110;1519041;47276;9360;160;5.1;78;37405590;33844619;79016574;63656669;2892582;7999338;364061;73807;1982011;35735145;32283180;80808042;63764242;45;8015839;45;26353;5077;280;17.501369863;18.1;93.6;8590036;8332697;3942650;3760302;246381;74816;3122;0;26047;8249615;5603360;3638903;3387511;45;89205;45;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Spitäler FMI AG;Weissenaustrasse 27;3800 Unterseen;K121;R1;A, P;NF, IPS;MSt, Arzt, BGs;2;MRI, CT;42364;9725;478;7;4;0.885;0.809;4.01;5.5;13.52;89.19;94.49;266.89;164.38;707.63;0.97;2.74;1.69;7.28;57;0;77280988;9558957;36812896;123652841;118147061;10018951;1146483;6675950;42364;9725;116;4.4;95.7;28622391;21135423;78554541;58731987;4373062;0;0;29445;392626;25970208;18492388;83770575;59278003;46.6;0;;447740;0;0;0;;;6022445;5963984;0;0;0;0;0;0;43680;4172068;3755397;0;0;;0;;53390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Hôpital du Jura bernois SA;Les Fontenayes 17;2610 St­Imier;K122;R1;A, R;NF;MSt, Arzt, BGs;2;CT;26610;4781;329;4;3;0.830;0.803;0.56;25.02;10.43;94.96;39.73;131.02;58.39;367.17;0.83;2.74;1.22;7.68;;;61348985;4087440;19891924;85328349;79586639;4625807;0;206950;26610;4781;86.002739726;5.6;100;19682524;19682524;37455644;31156436;2915429;4856042;333443;948;0;13402957;13402957;27512286;21958312;45;4555570;59.1;0;;;;;;;;;;;;;;;;;;;;;;;0;0;5.495890411;;100;0;0;1516238;1514151;101883;0;0;0;25375;0;0;1455141;1413214;50.1;41927;100;0;;;;;;;;;;;;;;;;;;;;;;
BE;Privatklinik Linde AG;Blumenrain 105;2503 Biel;K122;R1;A;NF;BGs;1;MRI, CT, CC;23443;5496;533;6;2;0.871;0.828;0.2;8.87;37.03;95.21;8.72;149.51;48.02;333.78;0.16;2.72;0.87;6.07;33531;0;33273774;7366455;41049664;81952739;80473295;2188326;0;708882;23443;5496;80.6465753425;4.3;79.6;24806944;22906343;48184278;26148969;2304760;20919599;2000993;0;0;24010403;22315998;45602444;24686279;51.3;19969945;53.8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Universitäre Psychiatrische Dienste Bern (UPD);Bolligenstrasse 111;3072 Ostermundigen;K211;R4;P;NF;MSt, Arzt, BGs;16;;98221;3187;0;0;0;;;0.93;6.38;5.01;98.34;145.43;315.65;130.14;964.71;4.56;9.9;4.08;30.27;;;98772958;3542996;18811313;121127267;56823343;7850878;63534113;-56401330;;;;;;;;;;;;;;;;;;;;;;;98221;3187;293;30.8;91.3;36013731;33369133;79089011;71012029;5757062;5911834;449671;3010503;8676482;17949319;16161001;36093234;30445035;100;3830903;100;1761178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Psychiatriezentrum Münsingen;Hunzigenallee 1;3110 Münsingen;K211;R4;P;NF;BGs;1;;93840;2229;0;0;0;;;0.41;4.41;1.95;94.39;52.78;210.45;47.65;516.72;2.37;9.44;2.14;23.18;;;53274372;1583343;8424144;63288453;27990247;3753942;31751363;-31751363;;;;;;;;;;;;;;;;;;;;;;;93840;2229;283.9835616438;42.1;89.6;2683520;2484548;57151976;55878834;8006079;1040387;142229;6619942;356767;1506818;1265173;23160928;22273539;100;685223;100;3479192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Privatklinik Meiringen AG Zentrum für seelische Gesundheit;Willigen;3860 Meiringen;K211;R1;P;NF;MSt, Arzt, BGs;2;;62930;1264;0;0;0;;;1.6;41.12;18.45;97.14;32.03;139.59;34.37;282.09;2.53;11.04;2.72;22.32;;;30249856;5367121;8059401;44137917;42875899;1742777;230700;754710;;;;;;;;;;;;;;;;;;;;;;;62930;1264;176.9863013699;49.8;95;1687885;1660262;40001924;30131638;3737257;9731854;1220431;1472642;0;1755803;1732754;42171268;29502003;48.1;10717127;57.7;811722;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Services Psychiatriques Jura Bernois ­ Bienne­Seeland (SPJBB);;2713 Bellelay;K211;R4;P;NF;BGs;8;;31116;831;0;0;0;;;0.22;26.96;0;99.45;33.58;147.48;41.17;318.8;4.04;17.75;4.95;38.36;;;36818964;1371223;4598973;42789160;17339716;2019095;23430350;-23051083;;;;;;;;;;;;;;;;;;;;;;;31116;831;82;37.4;89;12363809;12356195;24469892;22108180;1471596;0;0;3698284;0;5185159;4974684;11286935;10034365;75.4;0;;1491572;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Privatklinik Wyss AG;Fellenbergstrasse 32;3053 Münchenbuchsee;K212;R1;P;;Arzt, BGs;3;;28687;754;0;0;0;;;0.37;20.59;27.23;100;14.09;61.5;28.5;168.34;1.87;8.16;3.78;22.33;;;17802850;3164572;3412590;24518797;21119119;563388;676785;-1827028;;;;;;;;;;;;;;;;;;;;;;;28687;754;90;38;86.9;3933405;3930174;19846514;13559469;1863988;6143244;897645;0;70320;3655156;3035754;18888105;13110769;46.3;5574584;46.8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;südhang Klinik für Suchttherapien;Südhang 1;3038 Kirchlindach;K212;R2;P;;Arzt, BGs;5;;23296;384;0;0;0;;;0;35.59;0;100;9.6;11.59;28.27;88.25;2.5;3.02;7.36;22.98;;;9571720;1535798;3010388;14142654;12741589;628098;617849;6353;;;;;;;;;;;;;;;;;;;;;;;23296;384;63;60.7;99.3;2530688;2530687;11484615;11484615;2076525;0;0;0;0;2361672;1669515;11514862;10645284;46.3;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Klinik SGM Langenthal Psychosomatik, Psychiatrie, Psychotherapie;Weissensteinstrasse 30;4900 Langenthal;K212;R2;P, R;;MSt, Arzt, BGs;1;;12926;289;0;0;0;;;0;56.62;5.85;100;9.22;27.56;17.79;83.34;3.19;9.54;6.16;28.84;;;8157738;938572;1598651;10709957;10385468;375085;27200;95785;;;;;;;;;;;;;;;;;;;;;;;7944;170;22;46.7;98.6;2091789;2048854;5198259;4943424;635159;254833;34395;0;0;1944903;1925896;4876262;4604349;46.1;252317;46;0;4982;119;14;41.9;101.5;470690;469762;3200333;2979995;378569;220336;29985;0;0;396390;396049;3112955;2904072;46.2;204179;46.4;0;;;;;;;;;;;;;;;;;;;;;;
BE;Klinik Selhofen;Emmentalstrasse 8;3400 Burgdorf;K212;R2;P;;BGs;3;;8462;250;0;0;0;;;0;14.29;0;100;0;12.6;6.13;28.26;0;5.04;2.45;11.3;;;3621504;328147;1021318;5125914;5237880;50541;8563;203960;;;;;;;;;;;;;;;;;;;;;;;8462;250;22;33.8;94.5;269777;269777;4687818;4666953;273263;0;0;0;0;211243;211243;5026834;5026637;43.8;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Soteria Bern;Bühlstrasse 19;3012 Bern;K212;R2;P;;BGs;4;;3138;59;0;0;0;;;0;31.34;0;100;0;6.34;10.77;18.59;0;10.75;18.25;31.51;4837;0;1993034;178813;596298;2769441;2683151;38508;33866;-33866;;;;;;;;;;;;;;;;;;;;;;;3138;59;9;53.2;91.6;858347;858347;1911094;1911094;0;0;0;0;0;1219462;862419;1829879;1820732;49.9;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Berner Reha Zentrum AG Heiligenschwendi ;Schwendi 303;3625 Heiligenschwendi;K221;R1;R;;BGs;1;;45889;2515;0;0;0;;;0.23;11.77;24.89;98.59;18.69;114.36;36.51;260.26;0.74;4.55;1.45;10.35;;;25367271;2429308;6080878;34213426;33009581;1812555;0;1249188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45889;2515;140;18.2;94.6;175953;156203;34465424;23481283;3115234;10000870;1306200;0;0;115496;100314;32933887;22300840;46.1;9265949;45.8;0;;;;;;;;;;;;;;;;;;;;;;
BE;Berner Klinik Montana;Rathausgasse 1;3011 Bern;K221;R2;R;;Arzt, BGs;1;;33538;1395;0;0;0;;;0.61;43.14;23.9;97.97;14.95;66.03;34.56;174.76;1.07;4.73;2.48;12.53;;;17822708;2700353;5975542;26527107;25948366;779648;0;200907;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33538;1395;108;24;86.8;168490;168490;25440007;17733845;2385337;6988311;1057753;0;82096;148627;148627;25712075;17752831;47.1;7233689;60.2;0;;;;;;;;;;;;;;;;;;;;;;
BE;Klinik Schönberg AG;Schönbergstrasse 36a;3654 Gunten;K221;R1;R;;BGs;1;;30324;1791;0;0;0;;;0.81;18.24;30.96;96.69;5.69;51.7;18.32;157.51;0.32;2.89;1.02;8.79;;;12816267;811687;4492633;21976537;20276209;1412737;0;392590;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30324;1791;0;16.9;;170642;170642;15744297;9286944;1397872;6057472;953357;4012237;0;180130;168710;16768029;8883024;45.4;7174664;57;4715400;;;;;;;;;;;;;;;;;;;;;;
BE;Rehaklinik Hasliberg AG;Kurhaus Haslibergerhof;6083 Hasliberg Hohfluh;K221;R1;R;NF;BGs;1;;14796;811;0;0;0;;;0.12;70.76;25.63;95.83;5.34;28.31;15.51;93.75;0.66;3.49;1.91;11.56;;;7672784;1147088;2553253;11383889;9140136;2159455;72077;-72077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14796;811;49.1917808219;18.2;82.3;0;0;7787009;4895906;560031;2667701;298570;0;0;0;0;10981288;4294650;48.9;2807783;60.1;0;;;;;;;;;;;;;;;;;;;;;;
BE;Reha- und Kurklinik EDEN AG Rehabilitation des Stütz- und Bewegungsapparates;Panoramastrasse 20;3854 Oberried am Brienzersee;K221;R1;R;;BGs;1;;9405;563;0;0;0;;;0;14.09;24.91;96.56;1.99;16.72;5.57;48;0.35;2.97;0.99;8.53;;;4542679;1063373;1240324;6846376;6114849;107641;17560;131942;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9405;563;27.9232876712;16.7;92.8;65421;65421;4550741;3125524;351646;1284900;190292;1367106;0;65719;65719;4439018;2878029;45.2;1230165;45.3;1827267;;;;;;;;;;;;;;;;;;;;;;
BE;Reha­Pflegeklinik Eden AG;Schulhausweg 11;3852 Ringgenberg BE;K221;R1;R;;BGs;1;;2460;97;0;0;0;;;0;6.67;17.14;100;0;5.48;0;8.8;0;5.65;0;9.07;;;644389;45103;156410;1041978;1016369;20250;5359;-5359;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2460;97;7.298630137;25.4;97.5;0;0;386598;386598;45103;0;0;0;0;0;0;1036619;1016367;45;0;;0;;;;;;;;;;;;;;;;;;;;;;
BE;Klinik Siloah;Worbstrasse 324;3073 Gümligen;K231;R1;A, R;;BGs;1;;4528;1395;0;4;;0.979;0.946;0.29;9.71;17.49;80.07;4.48;42.12;6.97;72.32;0.32;3.02;0.5;5.18;34925;0;9873887;1149042;13692597;25268314;23464074;1098421;0;87725;4528;1395;30;3.2;41.4;9934535;8649410;14708476;9305367;812022;2152122;187802;0;0;9331619;8065476;14067321;8314850;45;1923037;45;0;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;
BE;Klinik Hohmad AG;Hohmadstrasse 1;3600 Thun;K231;R1;A;;BGs;1;;3421;1131;0;3;0;0.896;0.832;0;2.3;20.69;88.15;3.2;19.53;4.58;47.41;0.28;1.73;0.4;4.19;5538;0;5086507;409606;7485197;15136114;12116726;107852;3105000;-2896161;3421;1131;15.5643835616;3;60.2;4359586;4027636;9091969;4177392;282722;2297961;155734;0;0;3157158;2802747;8973987;4393800;43.4;992211;45;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Privatklinik Piano;Gottstattstrasse 24;2504 Biel;K231;R3;A;;;1;;20;20;0;;;;;0;35;40;100;;;;;;;;;;;;;;;;;;;20;20;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Geburtshaus Luna Biel;Brüggstrasse 111;2503 Biel;K232;R1;B;;BGs;2;;730;235;106;0;1;0.399;0.380;0;15.32;2.13;100;0;6.37;0.14;7.88;0;2.71;0.06;3.35;;;871714;169216;247440;1290289;1208035;107899;0;32608;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;730;235;2;3.1;61.8;117973;117973;755329;755329;49203;0;0;0;0;219422;142298;1096512;1065737;49.6;0;;0
BE;Bethesda Klinik für Epilepsie und Neurorehabilitation;;3233 Tschugg;K235;R2;R;;Arzt, BGs;1;;47383;859;0;0;0;;;0.1;27.27;21.9;98.28;12.84;111.46;52.6;264.13;1.49;12.98;6.12;30.75;;;25475614;2939551;6201651;34659454;33286047;1226536;223002;160673;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47383;859;140;55.2;93.3;312704;297390;23945256;17624740;1256564;6037728;420459;9987159;0;338809;318535;23243583;16158188;46.3;6748736;59.2;9860988;;;;;;;;;;;;;;;;;;;;;;
BE;Klinik Wysshölzli;Waldrandweg 19;3360 Herzogenbuchsee;K235;R2;P;;BGs;1;;10701;109;0;0;0;;;0.74;64.18;0;100;1.58;8.9;10.37;39.15;1.45;8.17;9.51;35.92;;;4159895;273814;1019387;5453096;5411186;75216;6304;39610;;;;;;;;;;;;;;;;;;;;;;;10701;109;37;98.2;91.3;327857;327857;5687803;5687803;564406;0;0;0;0;223040;209287;5199660;5192879;46.6;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Stiftung Diaconis Palliative Care;Schänzlistrasse 15;3013 Bern;K235;R2;A;;BGs;1;;2962;195;0;0;0;;;0.49;4.93;0;100;0.57;13.94;0;18.14;0.29;7.15;0;9.3;;;2163547;145781;832428;3141756;2925617;77217;0;138922;2962;195;9;15.2;96;0;0;3129571;3129571;144134;0;0;0;0;0;0;2972424;2925617;45.4;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BL;Kantonsspital Baselland;Mühlemattstrasse 26;4410 Liestal;K112;R4;A, R;NF, IPS;MSt, Arzt, BGs;3;MRI, CT, PET, CC, Lito;196104;28636;1068;18;10;0.985;0.962;2;19.43;20.38;92.54;409.05;1136.58;404.93;2810.79;1.43;3.97;1.41;9.82;0;0;318897318;57643975;111324598;494266280;416782866;25173599;17875342;-28563364;147540;26086;608;5.7;69;128078920;105550677;288511744;205173560;18617521;70157853;6241462;0;0;92917689;77236172;295335043;193327366;30.8;89317020;57.9;0;;;;;;;;;;;;;;;;;;;;;;;48564;2550;117;19;88.2;1338572;1224137;23517318;16052230;1642759;7323796;778168;5685741;0;830261;743232;21968322;14128992;32.4;7691987;53.3;3851151;;;;;;;;;;;;;;;;;;;;;;
BL;Klinik Arlesheim AG;Pfeffingerweg 1;4144 Arlesheim;K123;R1;A, P, R;;MSt, Arzt, BGs;2;;24130;1536;0;0;0;0.878;0.866;4.49;62.3;29.08;96.28;48.04;97.14;49.66;296.67;3.13;6.32;3.23;19.31;;;26990637;2292589;14206105;43517822;39192706;3267508;1410810;10425232;10310;1198;33.2876712329;8.6;72.3;11304153;11161031;9998598;6150675;446753;3392748;276846;0;97145;9438284;9312528;9114742;5276977;46.9;3228333;46.3;0;13520;322;41;42;91.3;338474;336926;8877317;7309017;750165;1427985;164969;0;73122;334277;332651;8927260;7020832;46.6;1718892;45.5;0;300;16;4.0136986301;18.8;81.5;0;0;1253250;710823;51444;495944;43124;0;5796;0;0;1046291;538101;47.1;469208;47.1;0;;;;;;;;;;;;;;;;;;;;;;
BL;Psychiatrie Baselland;Bienentalstrasse 7;4410 Liestal;K211;R4;P;NF;MSt, Arzt, BGs;12;;72018;2055;0;0;0;;;0.67;18.9;6.58;99.6;74.23;213.83;92.28;559.04;3.61;10.41;4.49;27.2;0;83;63514310;6159910;11224084;80898304;60702168;9657812;8000000;-2538323;;;;;;;;;;;;;;;;;;;;;;;72018;2055;217;35;95.9;22361816;22300505;51643435;46753865;3893004;4747978;395345;0;666210;23995673;7571921;56635001;50153773;48.5;5093248;85.1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BL;Klinik ESTA  ;Gstadstrasse 42;4153 Reinach BL;K212;R2;P;;BGs;2;;4661;141;0;0;0;;;0;64.1;0;100;0.67;8.19;2.72;17.56;0.48;5.81;1.93;12.45;1867;0;1885577;133997;859526;2879100;2910547;69568;46080;147094;;;;;;;;;;;;;;;;;;;;;;;4661;141;15;33.1;92.3;35524;35524;2843576;2843576;88608;0;0;0;0;36736;0;2989459;2873811;46.8;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BL;Hirslanden Klinik Birshof;Reinacherstrasse 28;4142 Münchenstein;K231;R1;A;;Arzt, BGs;1;;12551;3171;0;5;0;1.001;0.977;4.87;36.58;49.5;72.36;10.64;63.64;30.33;158.53;0.34;2.01;0.96;5;34615;0;16114598;6037767;11951082;34103447;33689073;2442365;85125;2599571;12551;3171;47;4;73.1;7718937;5197302;28329990;10449291;1082621;11011815;1172448;0;642512;6794219;4723229;32579856;11484745;45;11144711;45;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BL;Praxisklinik Rennbahn AG;Kriegackerstrasse 100;4132 Muttenz;K231;R1;A;;MSt, Arzt, BGs;1;;4298;1165;0;2;0;0.895;0.866;10.56;66.03;37.51;50.21;19.14;20.66;49.06;106.69;1.64;1.77;4.21;9.16;1117;0;10950520;1874937;6336741;19619610;20062767;318499;48750;810406;4298;1165;13.7479452055;3.7;85.6;8967001;4965325;10634690;2732025;179893;3957346;308747;0;48750;6318577;3296085;14849462;3364455;45;6745918;88.3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BL;Geburtshaus Ambra;Unterdorfstrasse 25;4443 Wittinsburg;K232;R3;B;;;1;;381;121;55;0;2;0.375;0.360;0;42.98;9.92;99.17;0;3.06;0;3.93;0;2.53;0;3.25;4;5;305641;56154;124823;487616;541025;61206;0;121428;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;381;121;3;3.1;35.6;130455;130455;486114;432119;45776;53995;5054;0;0;216079;154867;386154;344788;46.8;41366;46.4;0
BL;Geburtshaus Tagmond GmbH;Hauptstrasse 26;4133 Pratteln;K232;R1;B;;BGs;1;;81;27;12;0;1;0.414;0.397;0;29.63;3.7;100;0;0.4;0;0.49;0;1.48;0;1.81;4;1622;39979;48283;86028;174290;125222;50110;2300;3342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81;27;1;3;22.2;32540;32540;141758;141758;24488;0;0;0;0;31055;0;114932;95677;51.1;0;;0
BL;Ita Wegman Geburtshaus;Pfeffingerweg 1;4144 Arlesheim;K232;R1;B;;BGs;1;;49;28;7;0;2;0.497;0.393;0;60.71;3.57;100;0;0;0;0;0;0;0;0;0;638;300;54587;67963;122850;102558;17825;1701;-107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49;28;1;1.8;8.8;0;0;123127;123127;25424;0;0;0;0;0;0;102558;102558;47;0;;0
BL;Ergolz­Klinik;Hammerstrasse 35;4410 Liestal;K235;R1;A;;BGs;1;;2689;966;0;2;0;;;18.01;21.46;30.12;100;1.2;5.2;5.7;15.65;0.12;0.54;0.59;1.62;1350;0;2259784;1644255;6881967;10876006;10935721;222286;0;282001;2689;966;18.9863013699;2.8;39.8;1257146;1002432;7976989;5736802;1057616;932321;226221;0;0;541451;470577;8354658;4959003;47;1211988;47;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BL;Hospiz im Park;Stollenrain 12;4144 Arlesheim;K235;R2;A;;;1;;2300;232;0;0;0;;;0.84;28.09;18.57;100;1.91;11.63;0;19.34;0.82;5.01;0;8.34;;;2349496;249865;416719;3016355;2138393;50924;827038;-155338;2300;232;8;9.9;85.2;0;0;2947660;2240221;185368;707438;58537;68694;0;0;0;2635981;1543375;48.5;476461;48.5;225037;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BL;Vista Klinik;Hauptstrasse 55;4102 Binningen;K235;R1;A;;Arzt, BGs;1;;739;420;0;4;0;;;10;52.12;39.76;100;4.14;8.92;0;15.03;0.99;2.12;0;3.58;;;1754473;652178;1380436;3817087;3470702;951;0;160192;739;420;6.0821917808;1.8;30.9;0;0;3417149;2169068;225690;1248081;129984;0;8655;0;0;3471653;1988778;61.6;1453130;58.9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS;Universitätsspital Basel;Hebelstrasse 32;4056 Basel;K111;R4;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT, PET, CC, LB;215848;33716;1854;24;5;1.364;1.341;7.29;45.39;22.87;91.14;923.57;1749.63;680.75;4819.49;2.74;5.19;2.02;14.29;;;601999490;69926240;278079308;950005038;768392923;76973934;119142167;14503986;215848;33716;687;6.4;84.7;269302185;231754136;555451362;370747109;32916603;145838564;10912922;0;105551872;289394763;180703652;672062475;348511805;47.4;163199283;79.6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS;St. Claraspital;Kleinriehenstrasse 30;4058 Basel;K112;R1;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT, PET, CC, LB;68774;10116;0;8;0;1.081;1.088;6.46;41.85;40.77;98.84;106.68;424.65;79.05;763.77;1.05;4.2;0.78;7.55;;;105793177;29622701;48519975;183935853;179913241;4278921;3874491;4130803;68774;10116;229;6.8;82.5;44750554;30493967;124513866;62598314;6804219;59301852;5819857;0;3246719;37588842;36547883;128826555;66609489;45;33072576;45;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS;Bethesda Spital AG;Gellertstrasse 144;4052 Basel;K122;R1;A, R;;Arzt, BGs;1;MRI, CT;36384;6204;1217;5;3;0.768;0.755;2.01;65.53;30.35;98.69;35.45;200.81;73.33;437.06;0.57;3.24;1.18;7.04;3450;150;44246470;11722572;29055273;85196440;73040974;12239556;450200;745095;26753;5684;100;4.7;62.8;19339715;17572798;44936717;30959655;4134188;4202782;663533;0;295039;17831439;16125009;47691975;28581413;55;12045488;47;0;;;;;;;;;;;;;;;;;;;;;;;9631;520;30;18.5;93.2;0;0;8365113;3748138;549256;1168163;175135;0;36661;0;0;8379571;2971205;55;3052205;45.9;0;;;;;;;;;;;;;;;;;;;;;;
BS;Universitäre Psychiatrische Kliniken Basel;Wilhelm­Klein­Strasse 27;4056 Basel;K211;R4;P;NF;MSt, Arzt, BGs;9;;104730;3049;0;0;0;;;2.37;19.52;8.06;97.17;103.51;322.52;201.95;863.69;3.39;10.58;6.62;28.33;629;0;101194617;9131352;30143279;140469248;111214423;12503367;22263149;5511690;;;;;;;;;;;;;;;;;;;;;;;104730;3049;307;34.3;94.3;30720023;28989894;94319201;82979105;8245514;10897383;1557731;735052;9117543;21166953;20285678;112509530;76264835;61.4;13642999;72;707210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
