KT;Inst;Adr;Ort;Typ;RForm;Akt;SL;WB;AnzStand;SA;PtageStatT;AustStatT;NeugStatT;Ops;Gebs;CMIb;CMIn;pPatWAU;pPatWAK;pPatLKP;pPatHOK;PersA;PersP;PersMT;PersT;PersAFall;PersPFall;PersMTFall;PersTFall;AnzBelA;AnzBelP;AwBesold;AwInvest;AwSonst;AwT;EtMedL;EtSonst;EtSubv;FiErg;PtageStatA;AustStatA;BettenStatA;DADStatA;pBettenBelStatA;KostAmbA;KostOKPAmbA;KostStatA;KostKVGStatA;AnlKVGStatA;KostZvOKPStatA;AnlZvOKPStatA;KostLangA;AuftragLFA;ErlAmbA;ErlOKPAmbA;ErlStatA;ErlKVGStatA;ErlKVGStatVA;ErlZvOKPStatA;ErlZvOKPStatVA;ErlLangA;PtageStatP;AustStatP;BettenStatP;DADStatP;pBettenBelStatP;KostAmbP;KostOKPAmbP;KostStatP;KostKVGStatP;AnlKVGStatP;KostZvOKPStatP;AnlZvOKPStatP;KostLangP;AuftragLFP;ErlAmbP;ErlOKPAmbP;ErlStatP;ErlKVGStatP;ErlKVGStatVP;ErlZvOKPStatP;ErlZvOKPStatVP;ErlLangP;PtageStatR;AustStatR;BettenStatR;DADStatR;pBettenBelStatR;KostAmbR;KostOKPAmbR;KostStatR;KostKVGStatR;AnlKVGStatR;KostZvOKPStatR;AnlZvOKPStatR;KostLangR;AuftragLFR;ErlAmbR;ErlOKPAmbR;ErlStatR;ErlKVGStatR;ErlKVGStatVR;ErlZvOKPStatR;ErlZvOKPStatVR;ErlLangR;PtageStatB;AustStatB;BettenStatB;DADStatB;pBettenBelStatB;KostAmbB;KostOKPAmbB;KostStatB;KostKVGStatB;AnlKVGStatB;KostZvOKPStatB;AnlZvOKPStatB;KostLangB;AuftragLFB;ErlAmbB;ErlOKPAmbB;ErlStatB;ErlKVGStatB;ErlKVGStatVB;ErlZvOKPStatB;ErlZvOKPStatVB;ErlLangB
BE;Regionalspital Emmental AG;Oberburgstrasse 54;3400 Burgdorf;K121;R1;A;NF, IPS;MSt, Arzt, BGs;2;MRI, CT;45821;8692;415;6;3;0.9114679262;0.8734066564;0.3146;3.0471;10.4795;94.1094;108.87;315.39;133.62;760.38;1.25;3.63;1.54;8.75;;;78052479;4889498;40929708;125161562;116631211;8337464;642204;589088;45821;8692;160.5;5.3;78.2;38395254;34286990;82234123;66570167;6490748;8077069;793750;0;0;34604409;30140201;83034199;66256152;45.3;8085791;42;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;SRO Spital Region Oberaargau AG  ;St. Urbanstrasse 67;4900 Langenthal;K121;R1;A;NF, IPS;MSt, Arzt, BGs;4;MRI, CT;43031;8147;503;4;3;0.9577699202;0.9181270718;0.3763;11.7446;12.1131;93.2152;91.58;287.3;76.16;652.6;1.12;3.53;0.93;8.01;;;69808077;9651416;41009712;120469205;110789849;9708342;354275;383262;43031;8147;166;5.3;71;39663447;35158161;69296122;54681076;3674761;7952579;535185;0;0;35077998;31234087;79936666;59660397;45.7;8715576;37;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Spitäler FMI AG;Weissenaustrasse 27;3800 Unterseen;K121;R1;A, P;NF, IPS;MSt, Arzt, BGs;2;MRI, CT;40821;9123;483;6;4;0.9024810997;0.8248402583;4.3814;5.7358;14.3711;89.3093;92.82;276.19;159.18;707.17;1.02;3.03;1.74;7.75;;;76892386;4888450;40575117;129423082;117836723;12714933;462433;1610298;40821;9123;122;4.5;91.7;27327923;19551801;85831557;63824600;7421810;0;0;70296;539336;25531627;17716927;84925116;59245266;46.5;0;;22078;0;0;0;;;5078668;5023051;0;0;0;0;0;0;47743;3008901;2970106;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Hôpital du Jura bernois SA;Les Fontenayes 17;2610 St­Imier;K122;R1;A;NF;MSt, Arzt, BGs;2;CT;31904;4750;302;4;2;0.8544714797;0.8239168596;0.6671;23.1689;10.8193;94.7467;39.73;131.02;58.39;367.17;0.84;2.76;1.23;7.73;;;59881578;4075538;19418589;83375705;75081044;7400364;639675;-112509;31904;4750;118;6.7;74.1;19269223;18332059;40718622;34075945;1486586;5432201;416557;0;2493002;17728700;16046028;45014878;33920358;47.4;5862780;57;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Privatklinik Linde AG;Blumenrain 105;2503 Biel;K122;R1;A;NF;BGs;1;MRI, CT, CC;23315;5358;521;6;2;0.9125706806;0.8611043942;0.1672;7.6837;40.7875;95.078;13.76;152.16;51.04;343.54;0.26;2.84;0.95;6.41;;;35753244;4879604;30951289;71584137;70607605;24560;0;-3575948;23315;5358;81.6;4.4;78.3;26774604;24627672;47391104;25028296;2147953;21809584;2033650;0;0;23954071;22253761;46678094;24468719;50.9;21685857;51.6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Psychiatriezentrum Münsingen;Hunzigenallee 1;3110 Münsingen;K211;R4;P;NF;BGs;1;;99357;2035;0;0;0;;;0.2626;3.2032;2.5383;93.5667;50.82;221.96;45.97;527.46;2.5;10.91;2.26;25.92;;;52452147;1736362;9191528;63380037;27821402;3510726;31921861;-31921861;;;;;;;;;;;;;;;;;;;;;;;99357;2035;298;48.8;91.3;1666974;1573466;52539253;51529735;6323900;878885;104364;10900132;0;1227789;1047926;20933429;20251753;100;568555;100;5793176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Universitäre Psychiatrische Dienste Bern (UPD);Bolligenstrasse 111;3072 Ostermundigen;K211;R4;P;NF;MSt, Arzt, BGs;16;;98051;3045;0;0;0;;;0.5753;5.1768;5.9444;98.5618;118.61;335.86;110.46;889.95;3.9;11.03;3.63;29.23;;;102474844;3976225;17165424;123616493;53896388;8076824;61643282;-54670885;;;;;;;;;;;;;;;;;;;;;;;98051;3045;289;32.2;93;41821769;39142450;72103209;64853035;5600587;5478668;518445;4165523;10805770;17461318;15535842;36473991;28367344;100;4023363;100;1781756;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Privatklinik Meiringen AG Zentrum für seelische Gesundheit;Willigen;3860 Meiringen;K211;R1;P;NF;MSt, Arzt, BGs;2;;61764;1323;0;0;0;;;1.6589;38.524;18.6463;100;30.78;136.77;31.26;274.92;2.33;10.34;2.36;20.78;;;29538083;5373496;7906779;43603023;43289347;1579190;280000;2085403;;;;;;;;;;;;;;;;;;;;;;;61764;1323;178.5;46.7;94.8;1330509;1248002;37185532;27298805;3110790;9733278;1100069;1701569;1.00E+05;1196822;1171203;40339639;29036910;47.9;11148971;62;1612816;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Services Psychiatriques Jura Bernois ­ Bienne­Seeland (SPJBB);;2713 Bellelay;K211;R4;P;NF;BGs;8;;26415;796;0;0;0;;;0.4315;20.9101;0;99.8921;38.14;181.07;43.25;361.69;4.79;22.75;5.43;45.44;;;37474564;1372055;5084284;43930903;17541771;1890646;24498486;-24030938;;;;;;;;;;;;;;;;;;;;;;;26415;796;98;33.2;73.8;10482153;10439379;21795708;21897067;288520;0;0;5304274;0;4840356;4685620;9913877;9500512;80.8;0;;2610057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Privatklinik Wyss AG;Fellenbergstrasse 32;3053 Münchenbuchsee;K212;R1;P;;Arzt, BGs;3;;28898;640;0;0;0;;;0.1404;21.9409;33.8483;94.1011;16.52;62.71;28.12;170.16;2.58;9.8;4.39;26.59;;;17475964;3009601;4181118;24975460;21720902;612042;86630;-1056491;;;;;;;;;;;;;;;;;;;;;;;28898;640;90;45.2;88;3891945;3891945;20174140;12837482;1717775;7329648;1011544;0;52503;3048536;3030621;18933824;12247332;46.6;6579486;46.7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;südhang Klinik für Suchttherapien;Südhang 1;3038 Kirchlindach;K212;R2;P;;Arzt, BGs;5;;21420;355;0;0;0;;;0.241;33.0918;0;100;9.72;11.72;25.75;84.18;2.74;3.3;7.25;23.71;;;9461647;1479167;2369017;13632914;6020174;578721;6773233;-145776;;;;;;;;;;;;;;;;;;;;;;;21420;355;63;60.3;93.2;2696422;2696422;9216377;9216377;1113143;0;0;0;0;2340278;1070822;10304308;4479335;100;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Klinik SGM Langenthal Psychosomatik, Psychiatrie, Psychotherapie;Weissensteinstrasse 30;4900 Langenthal;K212;R2;P, R;;MSt, Arzt, BGs;1;;13194;291;0;0;0;;;0.3086;48.6068;7.716;100;10.57;27.73;16.31;83.13;3.63;9.53;5.6;28.57;;;7980763;603234;1558089;10142086;10205238;358397;37800;469890;;;;;;;;;;;;;;;;;;;;;;;6073;127;17;47.8;97.9;2258896;2219274;3650310;3471424;284329;178886;14765;0;0;2357962;2327737;3581031;3418333;47.3;159814;47.3;0;7121;164;19;43.4;102.7;0;0;4270878;3829034;297200;419486;33343;0;0;0;0;4339934;3888272;47.4;435234;47.4;0;;;;;;;;;;;;;;;;;;;;;;
BE;Klinik Selhofen;Emmentalstrasse 8;3400 Burgdorf;K212;R2;P;;BGs;3;;7234;192;0;0;0;;;0;8.7379;0.4854;100;0;12.19;6.23;28.05;0;6.35;3.24;14.61;;;3554326;373049;954104;4904033;4761950;43576;98506;-90969;;;;;;;;;;;;;;;;;;;;;;;7234;192;20;37.7;99.1;229193;229193;4627192;4627192;267346;0;0;0;0;169916;1566833;4593343;4592760;43.4;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Regionalspital Emmental AG Psychiatrische Dienste;Oberburgstrasse 54;3400 Burgdorf;K212;R1;P;;MSt, Arzt, BGs;2;;6421;313;0;0;0;;;0;1.5244;4.2683;100;17.58;27.82;12.52;72.1;5.62;8.89;4;23.04;;;8523540;863955;1048199;12206083;9745774;523598;2542528;605815;;;;;;;;;;;;;;;;;;;;;;;6421;313;18;20.5;97.7;7711724;7679115;4060497;3818026;297148;189678;14957;0;0;6972849;4002891;4281828;3943634;45;269690;47.4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Zentrum für Psychiatrie und Psychotherapie Langenthal SRO;St. Urbanstrasse 67;4900 Langenthal;K212;R1;P;;Arzt, BGs;3;;5885;129;0;0;0;;;0;9.3168;0.6211;100;17.55;11.15;18.45;61.78;13.6;8.64;14.3;47.89;;;10277029;836194;1315540;12428763;9017234;52460;3359070;-69308;;;;;;;;;;;;;;;;;;;;;;;5885;129;18;45.6;89.6;8747372;8637989;5100841;4827724;532387;262821;29172;0;0;4988717;4900484;3887473;3597198;45.9;197230;43.7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Soteria Bern;Bühlstrasse 19;3012 Bern;K212;R2;P;;BGs;3;;3117;56;0;0;0;;;0;32.8125;0;100;0;7.47;9.39;18.65;0;13.34;16.77;33.3;;;1767113;164008;621258;2552379;2774722;34043;0;256386;;;;;;;;;;;;;;;;;;;;;;;3117;56;9;55.7;94.9;906563;906563;1803600;1803600;120467;0;0;0;3320;585374;585374;1895910;1886290;48.6;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Berner Reha Zentrum AG Heiligenschwendi ;Schwendi 303;3625 Heiligenschwendi;K221;R1;R;;BGs;1;;42966;2341;0;0;0;;;0.082;11.4485;23.3702;96.392;18.43;106.21;33.47;243.02;0.79;4.54;1.43;10.38;;;23853233;1540172;5584375;31341485;30087300;1620650;0;1062736;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42966;2341;123;18.4;95.7;127942;111341;32223231;23081339;2959902;7423482;1035453;0;0;92633;79160;30026972;20711567;48.3;8063870;48.1;0;;;;;;;;;;;;;;;;;;;;;;
BE;Berner Klinik Montana;Rathausgasse 1;3011 Bern;K221;R2;R;;BGs;1;;33389;1407;0;0;0;;;0.2132;40.812;25.3021;98.081;12.97;63.87;33;167.77;0.92;4.54;2.35;11.92;;;15440078;2796785;6013007;24249870;24387294;766071;0;903495;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33389;1407;106;23.7;86.3;0;0;24861583;17226726;2273330;7093747;1041038;0;0;0;0;24268507;16007878;47.6;7401893;61.6;0;;;;;;;;;;;;;;;;;;;;;;
BE;Gesundheitszentrum Schönberg Gunten AG;Schönbergstrasse 36a;3654 Gunten;K221;R1;A, R;;BGs;1;;30140;1778;0;0;0;;;0.4405;18.6394;34.4163;95.0991;5.68;50.45;16.19;154.68;0.32;2.84;0.91;8.7;;;12546900;1670031;4551803;18768734;18216510;1355050;0;802826;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;30140;1778;0;17;;210718;210718;15566886;8778618;1299141;6321002;987292;0;0;160105;155988;14923547;7544672;45.8;6667156;56.4;0;;;;;;;;;;;;;;;;;;;;;;
BE;Rehaklinik Hasliberg AG;Kurhaus Haslibergerhof;6083 Hasliberg Hohfluh;K221;R1;R;NF;BGs;1;;15043;895;0;0;0;;;0.325;73.0435;25.6771;100;5.43;29.71;15.83;96.47;0.61;3.32;1.77;10.78;;;7691500;1115158;2692701;11511771;9374993;1043073;171545;-164545;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15043;895;48;16.8;85.9;0;0;7347946;4664816;500634;2492025;268093;0;0;0;0;10912621;4163107;49.3;2765530;61.1;0;;;;;;;;;;;;;;;;;;;;;;
BE;Reha- und Kurklinik EDEN AG Rehabilitation des Stütz- und Bewegungsapparates;Panoramastrasse 20;3854 Oberried am Brienzersee;K221;R1;R;;BGs;1;;8073;461;0;0;0;;;0;11.7409;27.1255;96.9636;2.5;19.43;8.21;56.47;0.54;4.21;1.78;12.25;;;4359151;1266415;1190633;6816199;6091077;137382;175000;-175000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8073;461;24;17.5;92.2;55429;0;3951980;2804916;332204;717995;100518;2058509;0;69947;69947;4310438;2633247;47;1333539;59.3;2055344;;;;;;;;;;;;;;;;;;;;;;
BE;Reha­Pflegeklinik Eden AG;Schulhausweg 11;3852 Ringgenberg BE;K221;R1;R;;BGs;1;;2349;99;0;0;0;;;0;10.5769;18.2692;100;0;4.94;0;7.93;0;4.99;0;8.01;;;613857;41051;293611;948519;956445;13370;0;21296;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2349;99;7;23.7;91.9;0;0;326804;326804;41051;0;0;0;0;0;0;916113;916113;43.8;0;;0;;;;;;;;;;;;;;;;;;;;;;
BE;Klinik Siloah;Worbstrasse 324;3073 Gümligen;K231;R1;A, R;NF;BGs;1;;5021;1495;0;4;0;1.0397070234;1.0038147157;0.2674;6.4343;18.3824;77.2727;6.02;56.47;13.16;94.5;0.4;3.78;0.88;6.32;;;10627239;1674707;15247207;28356580;27210917;1115018;0;92561;5021;1495;24;3.4;57.3;12425836;11013512;15088805;9107544;525511;848252;44514;0;0;11818766;10614469;15446468;9130276;45;849324;45;0;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;
BE;Klinik Hohmad AG;Hohmadstrasse 1;3600 Thun;K231;R1;A;;BGs;1;;3738;1155;0;3;0;0.9188603643;0.86733183;0.0867;1.4757;18.1266;87.4241;4.08;19.17;6.61;49.69;0.35;1.66;0.57;4.3;;;5188531;36476;8149890;14199694;14105387;94470;0;52261;3738;1155;14;3.2;73.1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Privatklinik Piano;Gottstattstrasse 24;2504 Biel;K231;R3;A;;Arzt, BGs;1;;72;72;0;1;0;0.6222428571;0.5273714286;0;25.3521;21.1268;100;1.11;0.3;1;4.6;1.54;0.42;1.39;6.39;;;709523;117389;381506;1208418;1208954;0;0;78243;72;72;2;1;9.9;327688;327688;425725;314356;47869;111369;15956;0;0;140000;140000;366668;264668;53.2;102000;59.6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Geburtshaus Luna Biel;Brüggstrasse 111;2503 Biel;K232;R1;B;;BGs;2;;519;125;114;0;2;0.3156206897;0.2676948276;0;30;0;100;0;7.56;0.15;8.78;0;6.05;0.12;7.02;;;703397;47630;136232;896024;799257;101837;0;7070;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;519;125;1;4.2;142.2;2499;2499;119128;184951;56621;0;0;0;0;276114;156887;639185;639185;45;0;;0
BE;Bethesda Klinik für Epilepsie und Neurorehabilitation;;3233 Tschugg;K235;R2;A, R;;Arzt, BGs;1;;47395;878;0;0;0;;;0.4008;27.4648;23.4469;96.994;12.97;109.89;51.22;259.49;1.48;12.52;5.83;29.55;;;25240412;2723118;6076587;34065534;32610042;1413407;223814;187022;3279;177;11;18.5;81.7;198077;187285;3193425;2531656;170484;510007;33544;0;0;243521;229191;2984833;2268721;45.2;540922;58.2;0;;;;;;;;;;;;;;;;;;;;;;;44116;701;129;62.9;93.7;206887;202593;20031112;14394462;969081;5216199;348334;9688838;0;184885;179989;20402986;13743684;45.5;6248113;59.4;8819902;;;;;;;;;;;;;;;;;;;;;;
BE;Klinik Wysshölzli;Waldrandweg 19;3360 Herzogenbuchsee;K235;R2;P;;BGs;1;;11630;127;0;0;0;;;0;60.1307;0;100;1.8;8.65;8.96;36.34;1.42;6.81;7.06;28.61;;;3905020;256924;1081724;5243668;5316207;78373;7060;157972;;;;;;;;;;;;;;;;;;;;;;;11630;127;37;91.6;86.1;411526;411526;5403943;5403943;557795;0;0;0;0;342532;94383;4994838;4986422;45.9;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BE;Stiftung Diaconis Palliative Care;Schänzlistrasse 15;3013 Bern;K235;R2;A;;BGs;1;;3198;168;0;0;0;;;0;6.2147;0;100;0.3;13.79;0;17.91;0.18;8.21;0;10.66;;;2000925;151408;923207;3075540;2971149;74722;0;29669;3198;168;9;19;97.4;0;0;3058054;3058054;150820;0;0;0;0;0;0;3012175;2971149;45.1;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BL;Kantonsspital Baselland;Mühlemattstrasse 26;4410 Liestal;K112;R4;A, R;NF, IPS;MSt, Arzt, BGs;3;MRI, CT, PET, CC, Lito;201957;28267;1059;18;11;0.9796894849;0.9652799536;2.0326;19.0924;21.6927;91.7617;408.91;1163.11;403.53;2860.31;1.45;4.11;1.43;10.12;;;310143291;41781648;104664837;462915737;422767961;20525001;16268224;1951451;159813;26617;589.9;6;74.2;120602406;96888391;284226141;197580388;18726777;73294127;6763575;0;0;90505834;73473356;302090170;193574719;42.5;95965667;76.1;0;;;;;;;;;;;;;;;;;;;;;;;42144;1650;139.4;25.5;82.8;1386566;1172563;23262272;15407263;1728926;7638628;872359;8233256;0;249224;226475;22450083;14259767;42.8;7965140;58.4;5191892;;;;;;;;;;;;;;;;;;;;;;
BL;Ita Wegman Klinik;Pfeffingerweg 1;4144 Arlesheim;K123;R1;A, P;;MSt, Arzt, BGs;2;;20337;1083;0;0;0;0.8195930087;0.8679032459;2.5709;57.5978;33.156;99.0248;36.94;77.87;45.18;238.37;3.41;7.19;4.17;22.01;;;19259662;2090920;9017750;30996423;28456570;1437496;541065;11111399;8918;803;29.9;11.1;81.7;8339902;8190731;7529931;4070912;405071;3383426;361823;0;69477;6101069;4390186;7443252;3797239;100;3501242;100;0;11419;280;32.9;40.8;95.1;290231;288576;7177765;5562995;658540;1597846;199676;0;0;289907;288137;7083604;5266829;100;1745377;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BL;Psychiatrie Baselland;Bienentalstrasse 7;4410 Liestal;K211;R4;P;NF;MSt, Arzt, BGs;12;;72917;1899;0;0;0;;;0.4926;17.2772;6.2069;96.9458;72.13;209.72;85.71;557.63;3.8;11.04;4.51;29.36;;;64212853;6018479;12899036;83130368;34542761;14984140;37520218;3916751;;;;;;;;;;;;;;;;;;;;;;;72917;1899;216.2;38.4;92.4;24052740;24010345;51965070;47508408;4447209;4365065;408609;0;707104;28425166;9726782;58542231;55321171;47.4;2406994;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BL;Klinik ESTA  ;Gstadstrasse 42;4153 Reinach BL;K212;R2;P;;BGs;2;;4598;132;0;0;0;;;0;61.7021;0;100;0.69;8.03;2.5;16.99;0.52;6.08;1.89;12.87;;;1961960;88131;899006;2949097;2766773;36539;0;-141864;;;;;;;;;;;;;;;;;;;;;;;4598;132;15;34.8;84;69215;69215;2883168;2883168;52480;0;0;0;0;10306;10306;2796928;2739593;46.9;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BL;Hirslanden Klinik Birshof;Reinacherstrasse 28;4142 Münchenstein;K231;R1;A;;Arzt, BGs;1;;10195;2453;0;4;0;1.0185022422;0.9919092132;6.0285;36.2809;52.7088;72.9939;8.46;49.33;25.18;129.25;0.34;2.01;1.03;5.27;;;13210821;5927957;10061588;29200366;28465795;1988999;81250;1335678;10195;2453;43;4.2;65;5978131;3509892;25345297;8921977;1422255;11230495;1815528;0;559301;4287609;4287549;27815273;7060195;45;5849217;45;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BL;Praxisklinik Rennbahn AG;St. Jakobs­Strasse 106;4132 Muttenz;K231;R1;A;;MSt, Arzt, BGs;1;;3504;794;0;1;0;0.9264722922;0.8812947103;12.7204;66.811;40.1763;46.8514;14.25;16.82;36.21;81.31;1.79;2.12;4.56;10.24;;;9372970;1039639;4738481;15187940;14752897;265809;28125;105315;3504;794;10.1;4.4;95;9053712;5120158;6347833;1454546;71009;2728492;149461;0;28125;6314502;3441253;7947465;1490201;100;4436195;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BL;Geburtshaus Ambra;Unterdorfstrasse 25;4443 Wittinsburg;K232;R3;B;;;1;;306;98;47;0;2;0.311137931;0.2959758621;1.3793;41.2587;8.2759;100;0;3.61;0;3.88;0;3.68;0;3.96;;;260176;38769;165224;464169;612341;24584;2720;191056;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;306;98;3;3.1;27.9;103100;103100;523054;490665;49258;31689;3294;0;0;217472;192888;422183;392197;45;27266;45;0
BL;Ita Wegman Geburtshaus;Pfeffingerweg 1;4144 Arlesheim;K232;R1;B;;BGs;1;;62;26;17;0;2;0.3545;0.2606727273;0;31.8182;0;100;;;;;;;;;;;0;51120;73696;129018;69174;9297;51787;1240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62;26;1;2.4;17;16443;16443;110075;110075;40778;0;0;0;0;15647;0;114612;0;;0;;0
BL;Geburtshaus Tagmond GmbH;Hauptstrasse 26;4133 Pratteln;K232;R1;B;;BGs;1;;10;10;2;0;1;0.4381666667;0.2826;0;33.3333;0;100;0;0;0;0.06;0;0;0;0.6;;;4332;48342;34245;86919;83676;0;3270;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;10;1;1;2.7;71912;71912;45405;45405;7248;0;0;0;0;54916;51646;32030;32030;43.5;0;;0
BL;Lukas Klinik;Brachmattstrasse 19;4144 Arlesheim;K235;R2;A, R;;Arzt, BGs;1;;4844;477;0;0;0;;;11.8998;85.0711;44.4676;89.7704;11.67;31.09;10.57;93.07;2.45;6.52;2.22;19.51;;;10927353;569327;2816518;14313198;9124990;284834;4903374;-4873374;4844;477;14;10.2;94.8;5328243;5328243;8618631;4864445;172986;3754182;145287;0;30000;4008644;4008644;5130126;2773811;45;2315184;45;0;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;
BL;Ergolz­Klinik;Hammerstrasse 35;4410 Liestal;K235;R1;A;;BGs;1;;2609;893;0;2;0;;;25.084;22.1226;37.29;100;0.7;10.1;0.5;13.85;0.08;1.13;0.06;1.55;;;2269746;1590953;6766824;10702546;11068708;197224;0;563386;2609;893;19;2.9;37.6;1275115;1046752;7820643;4479555;838224;3293017;542326;0;0;673063;590775;8652744;4016693;100;4582863;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BL;Hospiz im Park;Stollenrain 12;4144 Arlesheim;K235;R2;A;;;1;;2432;238;0;0;0;;;0;21.6814;34.0708;100;1.72;10.73;0;18.02;0.72;4.51;0;7.57;;;2219363;236374;432686;2905797;2004384;85510;815903;-205228;2432;238;8;10.2;83.1;0;0;2818332;1888283;153583;930050;75646;87466;0;0;0;2407488;1256579;46.3;610038;46.3;293081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BL;Vista Klinik;Hauptstrasse 55;4102 Binningen;K235;R1;A;;Arzt, BGs;1;;537;315;0;4;0;;;8.8525;50;42.9508;99.6721;3.85;7.64;0;14.29;1.22;2.43;0;4.54;;;1681782;356497;1108515;3147078;2551491;10010;0;20702;537;315;6.1;1.7;24.2;0;0;2805495;1816642;97378;988853;53681;0;15926;0;0;2533804;1497825;61.6;1035979;58.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS;Universitätsspital Basel;Hebelstrasse 32;4056 Basel;K111;R4;A, R;NF, IPS;MSt, Arzt, BGs;1;MRI, CT, PET, CC, LB;211677;32013;1114;24;5;1.3618420393;1.329761133;6.7584;44.0336;24.0807;91.3526;951.82;1660.71;733.31;4780.57;2.97;5.19;2.29;14.93;;;577509199;71124416;264942236;913575851;727952970;75229989;121441510;11048618;207310;31668;679;6.5;83.6;242477678;205909898;529518185;343158954;31927870;148810139;11747789;0;106099213;225526208;165263680;687119593;314889370;100;163002885;100;0;;;;;;;;;;;;;;;;;;;;;;;4367;345;9.9;12.7;120.6;2081496;2032779;6451425;4634995;566830;1806387;189107;0;219155;1735499;1663806;6074386;4303955;100;1746949;100;0;;;;;;;;;;;;;;;;;;;;;;
